investigation_id,claim_id,status,priority,reason,final_decision
INV001541,CL007421,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001542,CL004597,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001543,CL007307,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value,
INV001544,CL024762,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001545,CL002480,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001546,CL019846,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001547,CL007856,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV001548,CL023881,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001549,CL007695,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001550,CL013525,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001551,CL008882,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001552,CL000737,IN_PROGRESS,HIGH,multiple previous claims on record,
INV001553,CL011541,CLOSED,LOW,anomalous pattern flagged by risk model,APPROVE
INV001554,CL024211,CLOSED,LOW,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001555,CL025892,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001556,CL026545,CLOSED,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001557,CL007640,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001558,CL022790,CLOSED,LOW,short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001559,CL004771,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001560,CL017823,CLOSED,MEDIUM,multiple previous claims on record,APPROVE
INV001561,CL008796,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001562,CL007660,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record,APPROVE
INV001563,CL018097,IN_PROGRESS,HIGH,multiple previous claims on record; short interval since previous claim,
INV001564,CL011025,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001565,CL014246,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001566,CL014091,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
INV001567,CL026259,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,INVESTIGATE_FURTHER
INV001568,CL027910,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REJECT
INV001569,CL001613,IN_PROGRESS,LOW,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001570,CL028766,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001571,CL026207,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001572,CL003080,CLOSED,LOW,multiple previous claims on record,APPROVE
INV001573,CL015107,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; repair shop has an elevated historical investigation rate,APPROVE
INV001574,CL003050,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001575,CL029467,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REQUEST_DOCUMENTS
INV001576,CL003242,CLOSED,LOW,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,APPROVE
INV001577,CL003061,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001578,CL016207,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001579,CL024361,IN_PROGRESS,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001580,CL023002,IN_PROGRESS,HIGH,multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001581,CL016277,CLOSED,HIGH,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001582,CL008171,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001583,CL028905,CLOSED,MEDIUM,claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV001584,CL005388,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,APPROVE
INV001585,CL005036,IN_PROGRESS,HIGH,multiple previous claims on record,
INV001586,CL022976,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,REJECT
INV001587,CL012521,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001588,CL027396,CLOSED,LOW,multiple previous claims on record,INVESTIGATE_FURTHER
INV001589,CL024382,CLOSED,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record,REQUEST_DOCUMENTS
INV001590,CL027252,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001591,CL010357,IN_PROGRESS,MEDIUM,policy created shortly before incident; repair shop has an elevated historical investigation rate,
INV001592,CL007141,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001593,CL021768,IN_PROGRESS,MEDIUM,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,
INV001594,CL022127,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,REJECT
INV001595,CL028151,CLOSED,LOW,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001596,CL017234,CLOSED,HIGH,policy created shortly before incident; multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001597,CL016120,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim,
INV001598,CL001556,IN_PROGRESS,MEDIUM,policy created shortly before incident,
INV001599,CL017415,IN_PROGRESS,MEDIUM,policy created shortly before incident; claim amount high relative to vehicle value; multiple previous claims on record,
INV001600,CL022244,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,APPROVE
INV001601,CL026800,CLOSED,HIGH,multiple previous claims on record; short interval since previous claim,APPROVE
INV001602,CL020226,IN_PROGRESS,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,
INV001603,CL005030,IN_PROGRESS,HIGH,policy created shortly before incident; multiple previous claims on record; repair shop has an elevated historical investigation rate,
INV001604,CL022731,CLOSED,HIGH,claim amount high relative to vehicle value; short interval since previous claim,APPROVE
INV001605,CL020453,IN_PROGRESS,HIGH,policy created shortly before incident; multiple previous claims on record; short interval since previous claim,
INV001606,CL026762,CLOSED,LOW,claim amount high relative to vehicle value; multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001607,CL019811,IN_PROGRESS,LOW,multiple previous claims on record; short interval since previous claim,
INV001608,CL021357,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,APPROVE
INV001609,CL014186,CLOSED,HIGH,claim amount high relative to vehicle value,INVESTIGATE_FURTHER
INV001610,CL012948,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,REQUEST_DOCUMENTS
INV001611,CL008294,CLOSED,MEDIUM,multiple previous claims on record; repair shop has an elevated historical investigation rate,INVESTIGATE_FURTHER
INV001612,CL001476,CLOSED,MEDIUM,policy created shortly before incident; multiple previous claims on record,APPROVE
INV001613,CL007433,IN_PROGRESS,LOW,multiple previous claims on record,
INV001614,CL019504,IN_PROGRESS,MEDIUM,multiple previous claims on record,
INV001615,CL001317,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim,INVESTIGATE_FURTHER
INV001616,CL024207,CLOSED,MEDIUM,multiple previous claims on record; short interval since previous claim; repair shop has an elevated historical investigation rate,REJECT
